ReportingEntityAspect,CalendarPeriodAspect,Concept,FactValue,Units,Rounding,FactID,Sequence
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromFinancingActivitiesDiscontinued,0,iso4217:USD,INF,FACT777979bc,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:Assets,0,iso4217:USD,INF,FACTc29f68de,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:CurrentAssets,0,iso4217:USD,INF,FACT1ca5a16a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlow,0,iso4217:USD,INF,FACTa9f4adc9,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:NoncurrentAssets,0,iso4217:USD,INF,FACT729e2363,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:EquityAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT1e5e710c,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:CurrentLiabilities,0,iso4217:USD,INF,FACT13556848,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:Liabilities,0,iso4217:USD,INF,FACT19f5e674,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:NoncurrentLiabilities,0,iso4217:USD,INF,FACT1b0e3612,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:EquityAttributableToControllingInterest,0,iso4217:USD,INF,FACT7065f305,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:OperatingIncomeLoss,0,iso4217:USD,INF,FACTca1d10c7,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:GrossProfit,0,iso4217:USD,INF,FACT11779e6d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:OtherOperatingIncomeExpenses,0,iso4217:USD,INF,FACTa42692ce,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:Revenues,0,iso4217:USD,INF,FACTcaaa0d06,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:LiabilitiesAndEquity,0,iso4217:USD,INF,FACTa4918f0f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NonoperatingIncomeLossIncludingInterestAndDebtExpense,0,iso4217:USD,INF,FACTcf4d57d9,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/20,fac:Equity,0,iso4217:USD,INF,FACT16dc0915,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:CostOfRevenue,0,iso4217:USD,INF,FACT7717423e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:OperatingExpenses,0,iso4217:USD,INF,FACT1427d973,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:IncomeTaxExpenseBenefit,0,iso4217:USD,INF,FACT1490c4b2,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:PreferenceSharesDividendsOtherAdjustments,0,iso4217:USD,INF,FACT34f61d55,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ProfitLossAvailableToControllingInterestsBasic,0,iso4217:USD,INF,FACT3cad430f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:IncomeLossFromContinuingOperationsAfterTax,0,iso4217:USD,INF,FACT7aab46bb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:IncomeLossFromDiscontinuedOperationsNetOfTax,0,iso4217:USD,INF,FACTc8e6c0a1,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ProfitLossAttributableToControllingInterests,0,iso4217:USD,INF,FACT553d567e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ProfitLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACTe770d064,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ProfitLoss,0,iso4217:USD,INF,FACT3b06d477,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:IncomeLossFromContinuingOperationsBeforeTax,0,iso4217:USD,INF,FACTa176d5d0,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ComprehensiveIncomeLossAttributableToParent,0,iso4217:USD,INF,FACTe7c7cda5,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromOperatingActivitiesDiscontinued,0,iso4217:USD,INF,FACTe8370487,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:OtherComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT5296c106,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromInvestingActivities,0,iso4217:USD,INF,FACT3355d173,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromInvestingActivitiesContinuing,0,iso4217:USD,INF,FACT8b079fca,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ComprehensiveIncomeLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT89fc4fac,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT39fd0411,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromOperatingActivitiesContinuing,0,iso4217:USD,INF,FACTe2978abb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromOperatingActivities,0,iso4217:USD,INF,FACTe06c5add,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromInvestingActivitiesDiscontinued,0,iso4217:USD,INF,FACTe53c1dc3,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowContinuing,0,iso4217:USD,INF,FACT34fe460b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlow,0,iso4217:USD,INF,FACTe00a3a01,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:Assets,0,iso4217:USD,INF,FACT3c7c3e12,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:CurrentAssets,0,iso4217:USD,INF,FACT36dcb02e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:EquityAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACTea1da9fc,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:Equity,0,iso4217:USD,INF,FACTe246f7a6,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromFinancingActivitiesDiscontinued,0,iso4217:USD,INF,FACTef23d560,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromFinancingActivitiesContinuing,0,iso4217:USD,INF,FACT81185769,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:NoncurrentAssets,0,iso4217:USD,INF,FACTe7a1ad79,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:CurrentLiabilities,0,iso4217:USD,INF,FACTe5ed60de,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:LiabilitiesAndEquity,0,iso4217:USD,INF,FACT8c7d75af,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:EquityAttributableToControllingInterest,0,iso4217:USD,INF,FACT399b64cd,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:Liabilities,0,iso4217:USD,INF,FACT55ec2b63,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/19,fac:NoncurrentLiabilities,0,iso4217:USD,INF,FACT8bd6e2d7,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:Revenues,0,iso4217:USD,INF,FACTe716b0b8,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowFromFinancingActivities,0,iso4217:USD,INF,FACT529e9a58,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:NetCashFlowDiscontinued,0,iso4217:USD,INF,FACT31ae0115,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2020-01-01 | 2020-12-31,fac:ExchangeGainsLosses,0,iso4217:USD,INF,FACT8e31b808,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:CostOfRevenue,0,iso4217:USD,INF,FACT9f93afe9,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:IncomeTaxExpenseBenefit,0,iso4217:USD,INF,FACT9a74f536,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NonoperatingIncomeLossIncludingInterestAndDebtExpense,0,iso4217:USD,INF,FACTf353fd86,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:GrossProfit,0,iso4217:USD,INF,FACTf4f86afe,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:OperatingIncomeLoss,0,iso4217:USD,INF,FACT411e7b9c,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:IncomeLossFromContinuingOperationsBeforeTax,0,iso4217:USD,INF,FACTf44f773f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:OtherOperatingIncomeExpenses,0,iso4217:USD,INF,FACT906366cb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:OperatingExpenses,0,iso4217:USD,INF,FACT9ac3e8f7,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:IncomeLossFromContinuingOperationsAfterTax,0,iso4217:USD,INF,FACT2839732c,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:IncomeLossFromDiscontinuedOperationsNetOfTax,0,iso4217:USD,INF,FACTf11f3021,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ProfitLossAttributableToControllingInterests,0,iso4217:USD,INF,FACT2ac2a34a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT9ffd946b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ProfitLossAvailableToControllingInterestsBasic,0,iso4217:USD,INF,FACTfe36df40,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:PreferenceSharesDividendsOtherAdjustments,0,iso4217:USD,INF,FACT900d5d49,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ComprehensiveIncomeLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACTfccd0f26,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ComprehensiveIncomeLossAttributableToParent,0,iso4217:USD,INF,FACT97a6ca31,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ProfitLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT988f2550,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ProfitLoss,0,iso4217:USD,INF,FACTfbbfbe1d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromOperatingActivitiesContinuing,0,iso4217:USD,INF,FACT92f68d2f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:OtherComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT955d1a57,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromFinancingActivities,0,iso4217:USD,INF,FACT5c13df27,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromOperatingActivitiesDiscontinued,0,iso4217:USD,INF,FACT37cf07f1,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromOperatingActivities,0,iso4217:USD,INF,FACT858281eb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromInvestingActivities,0,iso4217:USD,INF,FACT8779518d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowContinuing,0,iso4217:USD,INF,FACTee5e593d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromInvestingActivitiesContinuing,0,iso4217:USD,INF,FACT5ca4c2e6,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromFinancingActivitiesDiscontinued,0,iso4217:USD,INF,FACT85359c2a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromFinancingActivitiesContinuing,0,iso4217:USD,INF,FACT3534d797,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowFromInvestingActivitiesDiscontinued,0,iso4217:USD,INF,FACT56044cda,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:ExchangeGainsLosses,0,iso4217:USD,INF,FACT3583ca56,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlow,0,iso4217:USD,INF,FACT5ee80f41,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2019-01-01 | 2019-12-31,fac:NetCashFlowDiscontinued,0,iso4217:USD,INF,FACT3dd8940c,
